"Timestamp","Please.indicate..in.the.box.below..that.you.are.at.least.18.years.old..have.read.and.understand.this.consent.form..and.you.agree.to.participate.in.this.online.research.study.","MFQ1","MFQ2","MFQ3","MFQ4","MFQ5","MFQ6","MFQ7","MFQ8","MFQ9","MFQ10","MFQ11","MFQ12","MFQ13","MFQ14","MFQ15","MFQ16","MFQ17","MFQ18","MFQ19","MFQ20","MFQ21","MFQ22","MFQ23","MFQ24","MFQ25","MFQ26","MFQ27","MFQ28","MFQ29","MFQ30","MFQ31","MFQ32","ICS1","ICS2","ICS3","ICS4","ICS5","ICS6","ICS7","ICS8","ICS9","ICS10","What.is.your.age..in.years..","What.is.your.sex.","Do.you.have.an.active.Twitter.account.","How.often.do.you.use.or.browse.Twitter.using.your.account...approximately.","Approximately.how.many.followers.do.you.have.","If.you.do.have.a.Twitter.account..to.what.degree.do.you.use.Twitter.to.post.or.retweet.about.political..social..or.economic.issues.that.are.important.to.you..Please.skip.this.question.if.you.do.not.have.an.active.Twitter.account.","If.you.do.have.a.Twitter.account..is.your.account.public.or.private..","Twitter.username..the.exact.name.that.comes.after.....on.your.twitter.profile..","Worker.ID","Probably_fake","response_ID","Harm","Fairness","Loyalty","Authority","Purity","ICS_score"
"4/24/19 15:00","I agree to participate.",4,4,1,2,2,0,4,3,2,2,1,5,4,1,2,0,5,5,3,2,0,5,5,2,0,2,2,4,4,2,3,4,1,1,-1,-1,-1,-1,-1,-1,-1,-1,31,"Female","Yes","two to three times per week","400 to 500",3,"Public","cheapchris","A3UE7W812DYAK0","",81,27,22,9,13,9,-6
"4/24/19 15:00","I agree to participate.",5,4,0,1,1,0,5,5,1,0,0,5,5,0,4,0,5,5,4,2,0,5,5,2,1,0,0,4,5,1,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,"Female","Yes","four to five times per day or more","200 to 300",2,"Public","90snerds","A1P8K83P1987GB","",82,29,26,7,10,2,-10
"4/24/19 15:00","I agree to participate.",5,5,3,4,3,0,3,5,4,3,2,5,5,3,3,1,4,5,3,5,5,5,5,5,3,3,4,3,3,4,3,4,-1,-1,-1,-1,1,1,1,-1,-1,-1,30,"Female","Yes","less than once per week","less than 100",1,"Public","HinckleyAshley","A2WZGCFPJ8EEQW","",83,25,28,20,21,19,-4
"4/24/19 15:01","I agree to participate.",5,5,0,3,0,0,2,5,3,0,0,5,5,2,5,0,4,5,0,0,0,5,5,3,2,0,0,5,0,0,2,0,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,37,"Female","Yes","At least once a day","100 to 200, 400 to 500",4,"Public","alexisintexas","A3VUGKV2AX1Z2","",84,26,23,7,10,0,-8
"4/24/19 15:01","I agree to participate.",5,5,0,3,0,0,5,5,5,5,5,5,5,4,4,4,5,4,3,5,2,4,5,5,0,0,0,0,1,4,0,0,-1,-1,-1,-1,-1,-1,-1,1,1,-1,55,"Male","Yes","At least once a day","100 to 200",5,"Private","","AKJ22H1NTVIQX","",85,25,25,16,17,11,-6
"4/24/19 15:01","I agree to participate.",2,5,1,2,3,0,3,5,3,1,1,4,5,2,3,0,5,5,3,3,2,5,5,3,3,2,2,4,2,3,3,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,32,"Male","Yes","two to three times per day","less than 100",4,"Private","","A320QA9HJFUOZO","",86,23,25,15,14,9,-6
"4/24/19 15:01","I agree to participate.",4,4,1,3,3,0,4,4,3,2,4,5,5,3,4,2,3,4,3,3,2,4,5,5,1,2,2,2,2,2,3,0,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,32,"Male","Yes","four to five times per day or more","less than 100",6,"Public","AaronAjlen","A2AI4HOWRCG7KZ","",89,23,24,13,17,13,-8
"4/24/19 15:03","I agree to participate.",5,5,0,0,0,0,4,2,0,0,5,5,5,0,5,0,5,5,0,5,5,5,5,2,1,0,2,5,3,0,3,2,1,1,-1,-1,-1,-1,-1,1,-1,-1,38,"Female","Yes","four to five times per day or more","less than 100",7,"Public","alexssoulpath","A1DS0M9DLHAISJ","",90,29,22,1,13,14,-4
"4/24/19 15:03","I agree to participate.",4,4,2,2,1,0,5,4,1,2,3,5,5,3,4,2,5,4,3,4,1,5,5,5,4,0,1,4,0,1,3,2,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,55,"Female","Yes","four to five times per week","600 to 700",2,"Public","MelRootsNWrites","A1EOPEG6RHXO1V","",91,28,22,14,15,10,-8
"4/24/19 15:03","I agree to participate.",5,5,4,3,3,0,5,5,3,4,4,5,5,3,4,5,5,5,3,5,5,5,5,5,5,5,5,0,5,0,0,5,1,1,-1,-1,1,-1,-1,1,1,1,54,"Male","Yes","At least once a day","400 to 500",5,"Public","jesusrocksonirc","ATHS9GUME1XCA","",92,25,30,18,21,27,2
"4/24/19 15:03","I agree to participate.",4,3,1,3,3,0,3,3,3,1,1,5,4,3,3,5,3,3,3,3,1,5,5,3,4,3,2,4,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,"Male","Yes","less than once per week","100 to 200",2,"Private","","A14VY6QXKBLC0D","",93,24,19,16,16,14,-10
"4/24/19 15:03","I agree to participate.",5,5,2,4,5,0,5,5,3,3,5,5,5,3,4,0,5,5,2,5,5,5,5,4,3,1,4,4,3,3,3,3,-1,-1,-1,1,-1,-1,1,-1,-1,-1,24,"Male","No","N/A ( I do not have a Twitter account)","",NA,"N/A (I do not have a Twitter account)","","ADZHJZ078THWQ","",94,29,27,16,20,22,-6
"4/24/19 15:03","I agree to participate.",5,5,3,2,4,0,5,5,1,1,1,5,4,1,4,4,5,5,2,4,0,5,5,5,0,4,5,4,5,3,5,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,"Female","Yes","two to three times per week","less than 100",5,"Public","BrendaR44893685","A3PV30J81HD2RU","",95,29,29,10,20,18,-10
"4/24/19 15:04","I agree to participate.",5,4,1,3,3,0,5,4,4,0,2,5,5,3,4,5,5,4,0,4,3,5,5,4,2,5,1,3,3,3,0,4,1,-1,-1,-1,1,1,-1,-1,-1,-1,42,"Female","Yes","less than once per week","less than 100",1,"Private","","A3LRSX7ECYPSF4","",96,28,24,13,16,18,-4
"4/24/19 15:04","I agree to participate.",4,4,0,0,0,0,4,3,2,0,4,5,5,1,3,0,3,4,0,0,4,5,3,3,0,0,1,2,0,2,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,"Other","Yes","At least once a day","100 to 200",2,"Public","","AQ5IPY5IZPZWK","",97,21,19,5,4,9,-8
"4/24/19 15:05","I agree to participate.",3,4,0,5,0,0,3,4,0,0,0,5,3,0,5,0,3,5,3,5,0,5,5,5,2,0,0,4,5,3,5,0,-1,-1,1,1,1,1,1,-1,1,-1,36,"Female","Yes","four to five times per day or more","300 to 400",3,"Private","","A1QKIA8XRNEXIG","",98,23,26,8,20,0,2
"4/24/19 15:05","I agree to participate.",3,2,0,1,0,0,2,4,0,1,0,3,5,0,3,0,2,1,1,4,0,5,0,3,0,0,0,0,3,2,2,0,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,28,"Male","Yes","At least once a day","300 to 400",3,"Private","","AGC307XG0RIR4","",99,10,18,3,11,0,-8
"4/24/19 15:05","I agree to participate.",5,5,3,3,4,0,3,4,5,3,4,4,5,5,5,3,5,5,4,5,5,5,5,5,4,5,5,4,2,3,4,5,-1,-1,1,1,-1,-1,1,-1,-1,-1,43,"Female","Yes","two to three times per week","200 to 300",4,"Public","nikiamara75","A3P5BJ1GA3NLBY","",100,26,26,24,25,26,-4
"4/24/19 15:06","I agree to participate.",5,5,3,3,1,0,4,5,3,0,3,5,5,3,5,0,4,5,1,5,3,5,4,5,2,0,1,1,0,2,4,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,"Female","Yes","two to three times per day","more than 1000",7,"Public","Covfefe3623","A1BAEFJ2OG7NJ0","",101,23,25,14,17,8,-10
"4/24/19 15:06","I agree to participate.",5,5,1,4,3,0,4,5,3,3,5,5,5,3,4,0,5,5,1,4,4,5,5,5,2,1,4,5,3,4,4,3,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,23,"Female","No","N/A ( I do not have a Twitter account)","",NA,"N/A (I do not have a Twitter account)","","A1DIW2K1J89CMO","",102,29,28,14,20,19,-8
"4/24/19 15:06","I agree to participate.",5,5,4,3,4,2,3,1,3,4,3,2,4,4,3,5,4,5,5,4,1,3,2,5,5,3,4,5,3,4,5,5,-1,-1,-1,-1,1,-1,1,1,-1,-1,29,"Male","Yes","four to five times per day or more","500 to 600",7,"Public","William  McIntosh","A13JQTLPWXZD6L","",103,21,23,25,22,22,-4
"4/24/19 15:06","I agree to participate.",4,4,0,0,1,0,4,5,2,1,2,5,5,1,2,0,5,5,3,0,4,5,5,0,2,0,0,5,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,34,"Male","Yes","four to five times per week","less than 100",2,"Private","","A1AF25FCVKC87X","",104,28,19,8,3,7,-8
"4/24/19 15:07","I agree to participate.",3,4,3,5,4,3,4,5,4,4,4,3,2,3,4,4,4,3,3,4,4,5,5,5,4,3,4,3,2,3,4,2,1,1,-1,-1,-1,-1,-1,1,-1,-1,26,"Male","Yes","four to five times per week","400 to 500",4,"Private","","A274MJPI6V7NNA","",105,22,21,20,24,22,-4
"4/24/19 15:07","I agree to participate.",4,5,1,1,5,0,4,5,4,1,5,5,5,3,5,0,5,5,0,5,5,5,5,5,0,5,4,5,0,0,0,4,-1,-1,-1,1,1,1,-1,-1,-1,-1,40,"Male","Yes","At least once a day","less than 100",2,"Public","wenco44","A2S6QOCFC3EAYH","",106,28,25,8,17,23,-4
"4/24/19 15:08","I agree to participate.",3,2,1,2,2,0,3,3,2,2,3,4,3,2,3,2,3,3,4,3,4,4,5,3,1,1,2,3,0,2,2,3,1,-1,1,1,1,1,-1,1,1,-1,36,"Female","Yes","less than once per week","less than 100",1,"Public","travel_w_carrie","A1CY01G7686ORZ","",107,21,14,12,13,16,4
"4/24/19 15:08","I agree to participate.",4,4,2,4,5,0,4,5,4,5,5,5,5,2,4,0,4,4,3,3,4,5,3,4,2,1,4,4,3,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,"Male","Yes","At least once a day","less than 100",5,"Public","rgrasmus","A37LQHDHZLKVCH","",108,24,25,15,19,20,-10
"4/24/19 15:09","I agree to participate.",5,5,0,0,0,0,5,4,0,0,3,5,5,0,0,0,5,5,0,0,0,5,4,5,0,0,0,5,4,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,"Other","Yes","two to three times per day","100 to 200",5,"Public","hecknawman","A26N7JWACRX7BW","",109,29,28,2,0,3,-10
"4/24/19 15:09","I agree to participate.",5,4,3,2,2,0,5,5,3,1,4,5,5,4,5,5,5,5,1,3,4,5,5,5,0,4,4,3,1,0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,29,"Female","Yes","four to five times per day or more","300 to 400",4,"Private","","A80X2FTFDSR19","",110,28,25,11,16,24,-8
"4/24/19 15:09","I agree to participate.",3,4,3,3,4,0,5,4,2,3,4,5,4,3,3,5,5,5,5,5,1,5,5,4,4,5,4,0,2,2,2,3,1,-1,-1,-1,1,1,-1,-1,-1,1,36,"Male","Yes","two to three times per week","less than 100",2,"Private","private","A5UHPNDXCAO7O","",111,23,23,19,21,21,-2
"4/24/19 15:10","I agree to participate.",5,5,1,3,3,0,4,4,3,3,3,5,4,3,4,3,5,5,3,5,5,5,5,5,2,1,3,3,5,5,5,5,1,1,-1,-1,-1,-1,-1,-1,-1,-1,39,"Female","Yes","two to three times per day","600 to 700",5,"Public","LinnyEmG","A15K0L6NGQXOM0","",112,27,28,17,21,22,-6
"4/24/19 15:10","I agree to participate.",1,4,1,1,3,0,1,2,2,2,2,3,4,1,4,0,3,5,3,4,2,4,4,4,4,4,1,2,1,1,4,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,"Male","Yes","At least once a day","100 to 200",2,"Public","funinmyhair","A3A07QA5U733HQ","",113,14,20,12,19,11,-10
"4/24/19 15:10","I agree to participate.",4,4,0,3,4,0,3,4,3,1,4,4,4,2,3,4,4,5,1,4,5,5,4,4,3,1,5,5,0,4,4,3,1,-1,-1,1,-1,-1,-1,1,-1,-1,36,"Female","Yes","four to five times per week","200 to 300",3,"Private","","A3EZEVKRB0VRNM","",114,24,21,13,16,25,-4
"4/24/19 15:11","I agree to participate.",5,5,4,3,1,0,4,5,5,0,1,4,5,5,4,1,2,5,5,5,4,5,5,5,2,0,3,4,0,1,5,1,-1,-1,-1,1,1,-1,1,-1,-1,1,37,"Male","Yes","four to five times per day or more","less than 100",3,"Private","","A3AN9828C2VIDG","",115,24,25,22,17,11,-2
"4/24/19 15:12","I agree to participate.",5,5,5,5,5,0,5,5,5,0,5,5,5,5,5,0,5,5,4,5,5,5,5,5,5,1,5,5,0,5,5,5,-1,-1,1,1,1,1,1,-1,1,-1,27,"Male","Yes","four to five times per day or more","200 to 300, 700 to 800",7,"Public","","A10CYIL141IBZT","",116,30,25,29,21,25,2
"4/24/19 15:12","I agree to participate.",4,4,1,3,1,0,4,5,4,2,3,5,5,3,4,1,5,5,2,4,4,5,5,4,4,0,3,4,1,3,4,2,1,-1,-1,-1,-1,1,-1,-1,-1,-1,27,"Female","Yes","two to three times per day","300 to 400",5,"Public","teenludi","A3G7QV8LQSKE38","",117,27,24,17,17,14,-6
"4/24/19 15:12","I agree to participate.",5,5,0,1,3,0,4,5,1,0,2,5,4,1,4,0,5,4,0,1,2,4,4,1,0,2,1,4,3,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,"Male","Yes","less than once per week","200 to 300",1,"Private","alex_asanocean","A9A0R9F8R534A","",118,27,22,3,8,9,-10
"4/24/19 15:12","I agree to participate.",3,4,3,3,4,3,3,3,3,4,3,2,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,5,3,4,3,3,-1,1,1,1,1,-1,-1,1,1,-1,22,"Male","Yes","less than once per week","100 to 200",2,"Private","","A2G5A73PMWVN6H","",119,19,21,19,20,21,2
"4/24/19 15:13","I agree to participate.",4,4,3,2,4,0,3,4,4,3,4,5,4,3,4,0,3,4,2,2,3,4,4,4,0,3,4,1,5,3,4,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,"Female","Yes","two to three times per week","100 to 200",4,"Private","","A1YNSX11UM84SZ","",120,20,25,15,18,18,-8
"4/24/19 15:13","I agree to participate.",3,4,4,4,2,0,3,3,3,3,1,3,4,3,3,1,1,5,4,4,1,4,5,3,2,5,2,0,0,1,4,2,1,-1,1,1,1,1,1,1,1,1,27,"Female","Yes","two to three times per week","less than 100",3,"Public","princess_sssxox","A3L4JI1S352HB8","",121,15,19,17,23,9,8
"4/24/19 15:13","I agree to participate.",4,5,3,4,3,0,3,4,3,0,2,5,5,3,3,2,4,5,5,5,3,5,5,5,3,0,3,5,5,3,5,3,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,48,"Male","Yes","At least once a day","100 to 200",5,"Private","","A3AIX82WZQZB5A","",122,26,29,20,17,16,-8
"4/24/19 15:14","I agree to participate.",5,5,4,4,4,0,4,4,4,3,4,4,5,4,3,1,5,5,3,4,4,5,5,5,4,3,5,5,1,2,4,4,1,1,-1,-1,1,-1,-1,-1,-1,-1,40,"Male","Yes","two to three times per week","less than 100",1,"Private","","A2VRDE2FHCBMF8","",123,28,25,21,21,22,-4
"4/24/19 15:14","I agree to participate.",4,4,0,1,0,0,4,4,0,0,0,4,4,0,4,0,4,4,1,3,0,3,2,4,0,0,0,1,1,2,3,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,37,"Female","Yes","less than once per week","less than 100",2,"Public","HollieAnnH","A2I8YALVTOJN49","",124,19,21,3,11,0,-10
"4/24/19 15:15","I agree to participate.",5,5,4,5,5,0,5,5,4,1,3,5,5,3,5,3,4,5,4,4,2,5,5,3,4,3,3,4,1,1,4,3,1,-1,-1,-1,1,-1,-1,-1,-1,-1,52,"Female","Yes","two to three times per week","more than 1000",1,"Public","thewritelist ","AJJN3YJZ4H61K","",126,28,24,20,22,19,-6
"4/24/19 15:15","I agree to participate.",4,2,1,2,4,0,3,5,2,5,5,5,2,3,5,4,3,2,5,5,5,5,3,3,3,2,5,2,0,3,4,0,-1,1,1,1,-1,-1,-1,1,-1,-1,20,"Female","Yes","two to three times per day","300 to 400",3,"Public","mack3nsie","A3L7PYC9CCZCLA","",127,20,14,17,23,23,-2
"4/24/19 15:16","I agree to participate.",4,4,4,3,4,1,3,4,2,3,2,4,4,3,4,3,4,4,3,4,1,4,5,4,1,3,4,2,1,3,1,2,-1,-1,1,-1,-1,1,-1,1,-1,-1,31,"Male","Yes","two to three times per week","100 to 200, 200 to 300",3,"Public","sryan66611","AQORJW4W8U9YU","",128,22,21,16,18,16,-4
"4/24/19 15:17","I agree to participate.",3,5,3,2,1,0,4,5,3,1,1,5,5,2,4,0,4,5,3,3,2,5,5,5,3,1,1,0,4,2,3,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,38,"Male","Yes","four to five times per week","less than 100",7,"Private","","A125KW9P18V5Z1","",129,21,29,16,14,6,-8
"4/24/19 15:17","I agree to participate.",2,3,0,1,3,0,1,4,3,0,0,5,5,4,4,0,2,5,3,2,1,4,5,4,1,2,2,0,4,1,3,1,1,1,-1,1,1,1,1,-1,-1,-1,35,"Female","Yes","two to three times per week","200 to 300",4,"Public","Littlestar714","AYIFHDQSXQJ6B","",130,15,25,12,12,7,2
"4/24/19 15:18","I agree to participate.",5,4,3,5,4,0,4,3,3,3,4,4,3,4,5,3,4,5,5,5,5,5,4,3,5,0,1,5,0,5,5,2,1,1,-1,-1,-1,-1,1,-1,1,-1,51,"Male","Yes","four to five times per day or more","500 to 600",7,"Public","joeykon1","A2XPWASDT8AYXH","",131,26,18,25,23,19,-2
"4/24/19 15:18","I agree to participate.",3,3,3,4,4,0,5,4,2,2,2,5,4,3,5,5,4,4,4,5,4,5,5,4,4,5,4,2,0,2,4,4,1,-1,1,1,1,1,1,1,1,1,62,"Female","Yes","two to three times per week","more than 1000",6,"Public","xtinethewriter","A375OH1S7FO7L8","",132,24,19,18,25,23,8
"4/24/19 15:18","I agree to participate.",4,4,1,1,2,0,4,4,3,2,2,4,5,1,4,0,4,5,1,2,2,5,3,5,1,2,1,1,3,2,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,"Male","Yes","four to five times per day or more","200 to 300",5,"Public","coreyspring","A7P3R1AIA4TVV","",133,20,26,9,13,8,-10
"4/24/19 15:20","I agree to participate.",0,4,3,4,0,0,1,3,1,0,0,3,5,2,3,0,0,4,5,5,0,5,0,5,1,3,0,0,2,2,4,0,1,1,1,1,1,1,-1,1,-1,-1,34,"Male","Yes","four to five times per week","less than 100",6,"Public","","A31Z5TPD8QKE26","",134,4,23,14,19,0,4
"4/24/19 15:21","I agree to participate.",4,5,3,3,5,0,4,4,4,3,5,5,5,4,5,2,4,5,5,5,3,5,5,5,4,5,3,0,3,4,4,0,-1,-1,1,-1,1,-1,-1,-1,-1,-1,51,"Male","Yes","two to three times per day","less than 100",NA,"Private","","A2WW9N0UM8PB7M","",135,22,27,24,25,18,-6
"4/24/19 15:21","I agree to participate.",5,5,5,5,5,2,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,-1,-1,1,-1,-1,1,-1,-1,-1,1,29,"Male","Yes","four to five times per day or more","300 to 400",7,"Public","","A3PPZ0A45N32FP","",136,30,30,28,30,30,-4
"4/24/19 15:21","I agree to participate.",4,5,3,4,5,0,4,5,3,5,5,5,5,3,5,4,3,5,4,5,5,5,5,5,4,3,5,0,0,1,1,3,1,-1,-1,-1,1,1,-1,-1,-1,1,37,"Male","Yes","four to five times per day or more","less than 100",2,"Public","","A1Z1O6MMOB3UWW","",137,21,25,18,23,27,-2
"4/24/19 15:22","I agree to participate.",5,5,0,1,0,0,5,4,1,0,0,5,5,1,3,0,5,5,0,0,0,5,3,5,0,0,0,2,5,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,31,"Male","Yes","two to three times per week","less than 100",5,"Public","","A313JEGCVV2UES","",138,25,29,3,4,0,-10
"4/24/19 15:22","I agree to participate.",4,4,4,4,1,3,4,4,4,0,1,2,4,0,3,1,3,2,2,3,2,3,2,3,0,2,1,2,4,3,2,3,1,1,-1,-1,1,1,1,1,-1,1,22,"Male","Yes","less than once per week","less than 100",2,"Public","DrRandomacts","A1PUHCEBSOWETV","",139,17,21,13,14,9,4
"4/24/19 15:22","I agree to participate.",4,5,3,4,0,5,0,0,1,5,1,0,1,5,0,5,0,5,3,0,0,1,0,5,4,5,0,0,4,5,3,4,-1,1,-1,1,-1,-1,1,-1,1,1,41,"Female","Yes","At least once a day","300 to 400",6,"Private","therealyousefbaraghith","A2ZX7580NVWA6I","",140,4,20,21,17,10,0
"4/24/19 15:23","I agree to participate.",4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,5,4,4,4,4,4,4,4,3,3,4,-1,-1,-1,1,-1,-1,-1,-1,-1,1,25,"Male","Yes","two to three times per week","less than 100",2,"Public","","AQKTLQV04FD4N","",141,24,24,21,23,24,-6
"4/24/19 15:23","I agree to participate.",5,4,5,4,5,1,5,5,4,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,4,5,4,3,4,1,4,1,1,1,1,1,1,1,1,1,1,57,"Female","Yes","two to three times per week","100 to 200",5,"Private","ja321","AX1THMSZH9Y80","",142,29,27,26,23,29,10
"4/24/19 15:23","I agree to participate.",3,4,2,1,3,0,3,3,2,1,3,4,2,3,3,5,3,4,2,1,3,4,5,2,3,4,4,4,2,1,0,0,1,1,1,1,-1,-1,1,-1,-1,-1,37,"Female","Yes","two to three times per week","less than 100",2,"Public","WhoDatJulieC","A1POAW2RQBTBXB","",143,22,17,13,10,18,0
"4/24/19 15:23","I agree to participate.",3,4,1,4,4,0,4,4,2,3,0,4,5,4,3,4,5,5,1,5,5,5,4,4,3,5,5,5,4,3,5,5,-1,-1,-1,1,1,-1,-1,1,-1,1,40,"Female","Yes","At least once a day","200 to 300",5,"Private","","A23MOF1WG1Z6KB","",144,25,26,14,25,23,-2
"4/24/19 15:23","I agree to participate.",4,4,1,1,1,0,5,4,2,1,3,5,5,2,3,0,4,5,2,1,3,5,4,5,4,1,0,4,4,2,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,"Female","Yes","less than once per week","300 to 400",5,"Public","DevorahTitunik","A8GD33ZJ1SAA5","",145,26,27,13,9,8,-10
"4/24/19 15:23","I agree to participate.",3,3,2,4,2,0,2,3,2,1,3,4,4,4,4,0,2,3,0,3,4,5,5,2,0,0,3,2,1,1,4,4,-1,-1,1,1,-1,-1,-1,-1,-1,-1,36,"Female","Yes","two to three times per week","less than 100",1,"Public","SanaBear69","A2TUAO3C3IZ1NE","",146,18,16,9,16,16,-6
"4/24/19 15:24","I agree to participate.",5,5,3,1,1,0,5,5,4,2,1,5,5,4,3,2,5,5,2,1,1,5,5,5,3,1,1,4,0,2,2,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,49,"Female","Yes","four to five times per day or more","600 to 700",5,"Public","MeemoMary","A3HTLXAPOBCVVO","",147,29,25,18,10,6,-8
"4/24/19 15:24","I agree to participate.",4,3,2,1,0,0,4,4,1,0,1,5,4,2,3,0,2,1,4,2,0,5,4,3,3,2,0,4,3,4,4,0,-1,-1,-1,1,1,-1,-1,-1,-1,-1,33,"Male","Yes","two to three times per day","200 to 300",2,"Private","","A32PNTIGJF38XQ","",148,23,18,16,12,1,-6
"4/24/19 15:25","I agree to participate.",4,3,3,4,4,0,3,4,4,2,3,4,3,3,4,0,3,3,4,5,3,5,4,4,0,2,4,1,0,3,4,0,-1,-1,1,1,1,1,-1,-1,1,-1,50,"Female","Yes","two to three times per week","less than 100",3,"Public","lzluvs2run","A377LTGWJKY2IW","",149,19,17,17,21,14,0
"4/24/19 15:25","I agree to participate.",3,4,2,2,1,0,4,5,2,2,2,5,4,2,2,0,4,4,2,2,1,4,3,5,2,1,2,3,4,2,3,0,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1980,"Male","Yes","four to five times per day or more","less than 100",2,"Private","","A31C3FY3XB71VX","",150,22,26,12,12,6,-8
"4/24/19 15:25","I agree to participate.",4,5,0,1,3,0,4,5,2,3,1,2,5,1,3,0,5,5,3,3,4,5,5,5,3,3,4,4,1,0,1,3,1,-1,-1,-1,-1,-1,1,-1,-1,-1,39,"Male","Yes","four to five times per day or more","400 to 500",4,"Private","","A2AJ5QFNC9KF43","",151,24,26,9,14,15,-6
"4/24/19 15:26","I agree to participate.",3,2,0,0,4,0,3,4,1,0,0,4,3,1,2,0,1,1,0,2,0,3,1,2,3,4,3,1,2,1,1,0,1,-1,-1,1,-1,-1,-1,-1,-1,-1,32,"Male","Yes","four to five times per week","less than 100",1,"Private","","A2OVIHW0FX4AJK","",152,13,14,6,9,7,-6
"4/24/19 15:27","I agree to participate.",5,5,1,3,0,1,4,3,1,4,3,5,5,2,5,0,4,4,2,3,1,4,5,3,3,2,3,4,4,3,3,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,31,"Female","No","N/A ( I do not have a Twitter account)","I do not wish to disclose this information.",1,"N/A (I do not have a Twitter account)","","ALANP6MVNGO8G","",153,27,24,12,20,7,-10
"4/24/19 15:27","I agree to participate.",2,4,1,3,3,0,4,2,1,3,3,5,4,0,5,2,4,0,4,4,5,5,3,5,3,4,4,3,0,2,4,3,1,1,1,1,1,1,1,1,1,-1,46,"Male","Yes","two to three times per week","less than 100",5,"Public","AlvisBooks","A2QKNW8U6MP1YH","",154,21,15,11,23,20,8
"4/24/19 15:27","I agree to participate.",4,2,3,3,4,0,4,3,2,4,3,4,4,3,4,4,4,4,5,4,5,5,5,5,3,2,4,5,1,2,4,4,-1,-1,-1,1,1,1,-1,1,-1,-1,48,"Male","Yes","two to three times per day","less than 100",5,"Private","","A2O7LNRIBPIHAF","",155,26,19,18,21,24,-2
"4/24/19 15:27","I agree to participate.",5,5,2,4,5,0,5,5,3,2,4,5,5,3,5,0,5,5,2,4,5,5,5,5,3,4,5,2,5,3,2,4,-1,-1,1,1,-1,-1,-1,-1,-1,-1,32,"Male","Yes","two to three times per week","less than 100",1,"Private","","A3W1CKM4PBLRC0","",156,27,30,16,21,23,-6
"4/24/19 15:27","I agree to participate.",5,4,0,0,3,0,3,3,2,2,3,4,4,2,4,0,3,2,3,2,2,5,3,2,0,0,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,"Female","Yes","less than once per week","more than 1000",2,"Public","imkarmenclair","A3UMJK169791WJ","",157,20,15,7,8,8,-10
"4/24/19 15:28","I agree to participate.",4,4,0,2,1,0,4,3,2,0,2,4,4,1,2,0,4,5,2,2,0,5,5,4,1,2,0,3,3,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,"Female","Yes","At least once a day","more than 1000",5,"Public","alyciacz","A1XIJE772WYRNJ","",159,24,23,7,10,3,-10
"4/24/19 15:30","I agree to participate.",3,5,1,2,3,0,3,4,0,1,2,3,4,1,2,0,3,4,3,2,1,4,4,4,1,0,0,1,0,2,1,0,-1,1,-1,1,-1,-1,-1,1,-1,-1,23,"Male","Yes","less than once per week","200 to 300",5,"Private","","A1Z0YMGUC86KC5","",160,17,21,8,8,6,-4
